id	name	abb	category	pmid	source	samples	species	min	max	med	avg	dev	und	cut	ovr	inc	m	f	stage	who	region	methods	results	conclusions	validated	diag	prog	pred	ther	cost	relevance	implications	effect	comments	curator
602	CD133 expression;O6-methylguanine DNA methyltransferase promoter methylation	CD133;MGMT	Protein;DNA	23245659	Tissue	GBM=78	Homo Sapiens 	24	81								42	36	IV	NA	Spain	Bisulfite treatment;Methylation-specific PCR;Immunohistochemistry;MacDonald criteria;Kaplan-Meier method;Cox model;Fisher's exact test;McNemar test	The MGMT gene promoter was found to be methylated in 34 patients (44.7%) and unmethylated in 42 patients (55.3%);A significant correlation was observed between MGMT promoter methylation and patients’ survival;Among the unmethylated tumors, 52.4% showed low expression of MGMT and 47.6% showed high-expression;Among methylated tumors, 58.8% showed low-expression of MGMT and 41.2% showed high-expression;No correlation was found between MGMT promoter methylation and MGMT expression, or MGMT expression and survival;CD133 expression was not a predictive marker in GBM patients;Analyses of possible correlation between CD133 expression and MGMT protein expression or MGMT promoter methylation were negative	MGMT promoter methylation status but not MGMT expression may be a predictive biomarker in the treatment of patients with GBM;CD133 should not be used for prognostic evaluation of these patients	No	NA	NA	Potential(MGMT);CD133 revoked	NA	NA	NA	NA	Can be used as a predictive marker for treatment with radiotherapy and TMZ in GBM	One marker established and another revoked	Ahmed
876	GLUT-1	GLUT-1	Protein	18618497	Tissue	62 GBM	Homo Sapiens	40.7	81.2		62.47	11.26					42	20	IV	Pre 2010	USA	In this retrospective cohort study, patients who had lower grade astrocytomas were compared with patients who had GBM to verify that the methods used could establish differences between tumor grades. By using preoperative imaging, the amount of necrosis was established versus the overall tumor area. The authors also compared preoperative images with postoperative images to define the amount of tumor resected; and they compared molecular markers, proliferation, MVD, and imaging studies with survival among patients who had GBM.	The hypoxia-regulated molecules (HRMs) and indices for MVD and cellular proliferation were associated significantly with tumor grade. Survival was improved when >or=95% of the tumor was resected. Although the total tumor area was associated with overall survival, no differences were observed when the amount of necrosis or a tumor necrosis index (area of necrosis/area of tumor) was compared with survival. The findings indicated that GLUT-1 and VEGF were correlated with survival after controlling for age.	Tumor grade was differentiated with HRMs, MVD, and proliferation, but only GLUT-1 predicted survival in this group of patients with GBM. The results suggested that GLUT-1 may be an important independent prognostic indicator.	Potential	NA	Potential	NA	NA	NA	Hypoxia is an important feature of GBM and a potential indicator of tumor aggresiveness/patient survivability. As a biomarker of hypoxia, GLUT-1 is of potential research interest.	NA	NA	"The findings indicated that GLUT-1 and VEGF were correlated with survival after controlling for age."	Erik Samelsson
206	TERTp mutation	TERTp	DNA	26914704	Tissue	PA=67;DA=50;AA=10;GBM=243;O=55	Homo Sapiens	1	82								247	167	I;II;III;IV	2007	Portugal;Brazil	PCR;Direct Sanger sequencing;Multivariate logistic regression;Cox model	TERTp mutations are a major prognostic factor for shorter survival in GBM patients, independently of other known clinical prognostic factors, such as older age at diagnosis and poor Karnofsky Performance Status;Prognostic value of TERTp mutations depends on the status of the rs2853669 −245A > G SNP	TERTp mutations are a major indicator of poor survival in GBM, independently from other risk factors such as age and Karnofsky Performance Status;Effect promoted by TERTp mutations may be modified by a common SNP in the TERT promoter region	No	NA	YES	NA	NA	NA	NA	NA	NA	TERTp mutations and the rs2853669 SNP can be used in the future as biomarkers of glioma prognosis	BP
258	Cell division cycle 5-like	CDC5L	Protein	26490980	Tissue	GBM=102	Homo Sapiens	19	82								66	36	II;III;IV	2007	China	WB;IHC;Univariate analysis;Multivariate analysis	CDC5L was overexpressed in glioma tissues	Knockdown of CDC5L would inhibit proliferation of glioma cells	No	NO	YES	NO	Potential	NA	NA	NA	NA	CDC5L was highly expressed in gliomas specimens, and the upregulation was associated with clinicopathological parameters and poor prognosis of glioma;Depletion of CDC5L can inhibit proliferation and induce apoptosis in glioma cells, providing a novel therapeutic target for glioma	RF
521	NF-E2-related factor 2	Nrf2	Protein	23673813	Tissue	49 GBM	Homo Sapiens	27	82								34	15	IV	NA	China	Nrf2 expression in GBM tissue samples through immunohistochemical analysis and investigation of its role in GBM human cell line and mice	higher protein levels of Nrf2 were significantly associated with poorer overall survival		no	NO	YES	NO	Potential	NA	NA	NA	These findings support the potential use of Nrf2 siRNA gene therapy for GBM patients.	Although nrf2 have potential aplication in therapy, authors remark further research is needed	ANA
661	Neuronatin expression	NNAT	Protein	22624064	Tissue;Cell line	GBM=59	Homo Sapiens	33.6	82.5								39	20	IV	NA	USA;Germany	CIEF-nRPLC-MS proteomic profiling;Western blot;Immunostaining;NNAT sequencing;t-test;Kaplan-Meier method;Wilcoxon test;Cox model	Expression of NNAT is associated with significant increases in cellular proliferation;Paralleling the in vitro results, when NNAT levels were evaluated in tumor specimens from a consecutive cohort of 59 glioblastoma patients, the presence of increased levels of NNAT were found to be a an independent risk factor for decreased patient survival	Findings indicate that NNAT may have utility as a prognostic biomarker, as well as a cell-surface target for chemotherapeutic agents	No	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	Ahmed
691	Aurora A expression	Aurora A	Protein	22274399	Tissue;Cell line	GBM Set1=31;O=16;AO=16;PA=6;Ependymomas=12;AA=14;Grade II A=7;Control Set1=11;GBM Set2=58;Control Set2=10	Homo Sapiens 	0.3	83								102	78	I;II;III;IV	NA	USA	Western blot;Quantitative RT-PCR;Immunohistochemistry;Pearson's correlation;t-test;Kaplan Meier curves	Aurora A protein levels in oligodendrogliomas and anaplastic oligodendrogliomas are generally low, similar to control epilepsy cerebral tissue;In contrast, pilocytic astrocytomas and ependymomas express high Aurora A levels;Among grade II to grade III astrocytomas and GBM, Aurora A protein increases with increasing tumor grade;Aurora A expression is induced by hypoxia in cultured GBM cells and is overexpressed in hypoxic regions of GBM tumors;Both lower Aurora A protein and Aurora A mRNA levels are significantly associated with poorer patient survival in GBM;Selective Aurora A inhibitor MLN8237 is potently cytotoxic to GBM cells, and that MLN8237 cytotoxicty is potentiated by ionizing radiation; MLN8237 also appeared to induce senescence and differentiation of GBM cells	Findings suggest that Aurora A represents a potential useful biomarker in GBM as a significant indicator of patient survival;Inhibition of Aurora A by MLN8237 or similar agents represents a potential new primary chemotherapeutic strategy and/or modulator of other therapies in GBM and perhaps other glial tumor types	No	NA	Potential	NA	Potential	NA	NA	NA	NA	NA	
319	Suppressor of Lin-12-like (C. elegans)	SEL1L	Protein;RNA	25948789	Tissue	GBM=412	Homo Sapiens	8	83								247	162	I;II;III;IV	2007	Italy	qRT-PCR;WB,Citotoxicity assay	Within GBM cell lines, the SNP rs12435998 down-regulates SEL1L expression only in NS and, at the same time, it increases the sensitivity to VPA,	gnificant association of the SEL1L SNP rs12435998 constitutive genetic variant with an improved OS in GBM patients, especially after conventional treatment with TMZ-based RT-CHT.		NO	YES	NO	NO	NA	NA	NA	NA	 SNP rs12435998 was associated with prolonged overall survival (OS) and better response to TMZ-based radio-chemotherapy. GBM stem cells with this SNP showed lower levels of SEL1L expression and enhanced sensitivity to VPA.	RF
109	Poly(C)-binding protein 2	PCBP2	Protein	28787701	Tissue	143 GBM (not treated with chemotherapy)	Homo Sapiens	14	83		54.76						78	65	NA	NA	China	RT-qPCR;Western blotting;Kaplan-Meier method	CBP2 expression markedly increased in higher stages of GBM compared with those in lower stages;high expression of PCBP2 associated with higher clinical stage and histological grade;PCBP2 upregulation connected with poorer prognosis in patients with GBM	PCBP2 might be a novel prognostic biomarker and a potential therapeutic target of GBM	Potential	NA	Potential	NA	NA	NA	NA	NA	PCBP2 potential therapeutic target of GBM	NA	Vanessa
658	Phosphorylated 4E-binding protein 1	p-4E-BP1	Protein	22690797	Tissue	GBM=71;Grade III A=15;Grade II A=25	Homo Sapiens	18	83								70	41	II;III;IV	2007	Greece	Western Immunoblotting;Immunohistochemistry;ANOVA;Kaplan-Meier method;Cox model	p‐mTOR expression correlated with p‐4E‐BP1 expression and marginally with p‐p70S6K expression;p‐4E‐BP1 expression increased with tumour grade;Rapamycin induced a decline in phosphorylation levels of all three proteins;Nuclear p‐AKT and cytoplasmic p‐ERK1/2 immunoexpression correlated with p‐4E‐BP1 expression, whereas cytoplasmic p‐AKT expression correlated with p‐p70S6K expression;All three proteins were associated with increased angiogenesis but not with IDH1‐R132H expression status;p‐mTOR adversely affected overall and disease‐free survival;The presence of p‐4E‐BP1 predicted shortened overall survival in the entire cohort and GBMs	mTOR signalling components are differentially involved in the acquisition of a more aggressive and angiogenic phenotype in astrocytic tumours;p‐4E‐BP1 emerges as a novel prognostic marker, which might aid in the selection of patients who are more likely to benefit from therapy with mTOR inhibitors	No	NA	YES	NA	NA	NA	NA	NA	NA	NA	Ahmed
27	YAP1 	YAP1 	RNA	30009411	Tissue	Grade II=67;GBM=50	Homo Sapiens	22	83								70	47	II;III;IV	2016	France	Tissue microarray;Immunohistochemistry;Cell viability assay;RT-qPCR;Cell fractionation;Western blot;Immunofluorescence;Transcriptome analysis;Kaplan-Meier method;Kruskal-Wallis test;Mann-Whitney test;Mantel-Cox log rank or Cox regression test	For the first time that YAP1 expression is related to glioma molecular subtypes and is associated with poor patient outcome;YAP1 may have prognostic significance for predicting patient survival, especially in low-grade gliomas;YAP1 was activated and that it controlled cell proliferation;Lower expression of YAP1 found in the proneural GBM subtype;Overexpression of YAP1 was sufficient to inhibit the OLIG2 proneural marker, suggesting its involvement in maintenance of the GBM phenotype	Results showed that YAP1 could be a relevant prognostic biomarker and a potential therapeutic target in glioma	Yes (TCGA)	NA	Potential	NA	Potential	NA	NA	NA	NA	More interesting study for LGGs but is also a potential marker for GBM	Erik Samuelsson
663	2',3'-Cyclic-nucleotide 3'-phosphodiesterase expression	CNP	Protein	22589395	Tissue	GBM=115	Homo Sapiens;Mus musculus	12	84								77	38	IV	NA	USA	Isolation of GSCs;Western analysis;Immunohistochemistry;Ki-67 indexing;Mouse survival plot;GBM tissue microarray;Kaplan-Meier method	Molecular classification of patient-derived GSCs using neural lineage markers show association with differential xenograft invasiveness, and also demonstrate significant correlation to survival in both the mouse model and human patients;Orthotopic implantation into immunodeficient mice demonstrated Ki-67 proliferative index independent xenograft infiltration: class I GSCs (OPC and NPC positive) established focal lesions, class II GSCs (NPC positive) formed minimally invasive lesions, and class III GSCs (APC positive) established highly infiltrative lesions;The OPC marker, CNP also exhibited high expression in focal xenografts versus low expression in invasive xenografts;Differential CNP expression correlated with mouse model survival, and CNP immunoassay of a large GBM tissue microarray also showed significant differential patient survival	GSC classification with developmental neural lineage markers revealed CNP as a novel and potentially useful clinical prognosis marker, and suggests clinical importance for patient-specific GSC analysis	No	NA	Potential	NA	NA	NA	NA	NA	NA	Favourable prognosis	Ahmed
843	PTEN;MMP9	PTEN;MMP9	RNA	19657395	Tissue	37 GBM, 5 normal brain	Homo Sapiens	23	84		57.8	13.3					18	19	III;IV	Pre 2010	Italy	PTEN and MMP9 expression was further investigated in an additional panel of 16 anaplastic astrocytoma specimens and, in parallel, in different human normal and astrocytic tumor cell lines. PTEN and MMP9 mRNA levels were also employed to identify subgroups of specimens within the different glioma malignancy grades and to define a gene expression-based diagnostic classification scheme. The Instat v.3 software (GraphPad Software Inc., Mass, USA) was used for the statistical analysis of differences in gene expression between groups by one-way ANOVA and for the analysis of correlations among gene expression profiles, using the Pearson coefficient r. A P-value less than .05 was considered statistically significant. Methods: RT-PCR	In anaplastic astrocytomas PTEN expression was significantly higher than in glioblastoma multiforme, but no significant correlation was found between PTEN and MMP9 expression. PTEN and MMP9 mRNA levels were also employed to identify subgroups of specimens within the different glioma malignancy grades and to define a gene expression-based diagnostic classification scheme. 	In conclusion, this gene expression survey highlighted that the combined measurement of PTEN and MMP9 transcripts might represent a novel reliable tool for the differential diagnosis of high-grade gliomas, and it also suggested a functional link involving these genes in glial tumors.	Potential	Potential	Potential	NA	NA	NA	PTEN and MMP9 status are of current relevance in research for GBM subtyping.	NA	NA	Standard biomarker correlated with patient status for patient stratification. 	Erik Samelsson
